PEAK_chr	PEAK_start	PEAK_end	GENE_chr	GENE_start	GENE_end	ID
chr5	21182192	21182557	chr5	21182468	21183875	AT5G52130
chr5	21182192	21182557	chr5	21182468	21183875	AT5G52130
chr5	21182192	21182557	chr5	21182468	21182653	AT5G52130
chr5	21182192	21182557	chr5	21182468	21182653	AT5G52130
chr1	14174544	14174942	chr1	14174981	14177992	AT1G37150
chr1	14174544	14174942	chr1	14174981	14177302	AT1G37150
chr1	14174544	14174942	chr1	14174981	14175068	AT1G37150
chr1	14174544	14174942	chr1	14174981	14175068	AT1G37150
chr1	14174544	14174942	chr1	14174981	14177302	AT1G37150
chr1	14174544	14174942	chr1	14174981	14175028	AT1G37150
chr1	14174544	14174942	chr1	14174981	14175068	AT1G37150
chr1	14174544	14174942	chr1	14174981	14177302	AT1G37150
chr1	14174544	14174942	chr1	14174981	14175068	AT1G37150
chr1	14174544	14174942	chr1	14174981	14175068	AT1G37150
chr1	14174544	14174942	chr1	14174981	14177992	AT1G37150
chr1	14174544	14174942	chr1	14174981	14175028	AT1G37150
chr1	14174544	14174942	chr1	14174981	14175068	AT1G37150
chr5	14007	14360	chr5	13128	16173	AT5G01040
chr5	14007	14360	chr5	13128	16173	AT5G01040
chr5	14007	14360	chr5	13394	16142	AT5G01040
chr5	14007	14360	chr5	13703	14665	AT5G01040
chr5	14007	14360	chr5	13703	14665	AT5G01040
chr5	21469664	21470010	chr5	21470299	21471861	AT5G52930
chr5	21469664	21470010	chr5	21470299	21471861	AT5G52930
chr5	21469664	21470010	chr5	21470299	21471861	AT5G52930
chr5	21469664	21470010	chr5	21470299	21470369	AT5G52930
chr5	6920199	6920685	chr5	6916324	6920120	AT5G20470
chr5	6920199	6920685	chr5	6916324	6920120	AT5G20470
chr5	6920199	6920685	chr5	6916324	6920120	AT5G20470
chr5	6920199	6920685	chr5	6919827	6920120	AT5G20470
chr5	6920199	6920685	chr5	6919827	6920120	AT5G20470
chr2	15021678	15022552	chr2	15022582	15023364	AT2G35736
chr2	15021678	15022552	chr2	15022582	15023364	AT2G35736
chr2	15021678	15022552	chr2	15022582	15022813	AT2G35736
chr2	15021678	15022552	chr2	15022582	15022813	AT2G35736
chr1	25552376	25552543	chr1	25551922	25554258	AT1G68170
chr1	25552376	25552543	chr1	25551922	25554258	AT1G68170
chr1	25552376	25552543	chr1	25551925	25554258	AT1G68170
chr4	189308	189802	chr4	185450	187627	AT4G00430
chr4	189308	189802	chr4	185450	187627	AT4G00430
chr4	189308	189802	chr4	187532	187627	AT4G00430
chr4	189308	189802	chr4	187201	187627	AT4G00430
chr4	189308	189802	chr4	185853	187627	AT4G00430
chr4	189308	189802	chr4	187532	187627	AT4G00430
chr4	189308	189802	chr4	187201	187627	AT4G00430
chr1	6463474	6463750	chr1	6463922	6465476	AT1G18740
chr1	6463474	6463750	chr1	6463922	6465476	AT1G18740
chr1	6463474	6463750	chr1	6463922	6465476	AT1G18740
chr1	6463474	6463750	chr1	6463922	6464124	AT1G18740
chr5	624499	625095	chr5	625254	627124	AT5G02760
chr5	624499	625095	chr5	625254	627124	AT5G02760
chr5	624499	625095	chr5	625254	625668	AT5G02760
chr5	624499	625095	chr5	625254	625376	AT5G02760
chr1	27466465	27466820	chr1	27464572	27466256	AT1G73010
chr1	27466465	27466820	chr1	27464572	27466256	AT1G73010
chr1	27466465	27466820	chr1	27466181	27466256	AT1G73010
chr1	27466465	27466820	chr1	27466013	27466256	AT1G73010
chr1	26335536	26335895	chr1	26334250	26335558	AT1G69920
chr1	26335536	26335895	chr1	26334250	26335558	AT1G69920
chr1	26335536	26335895	chr1	26334395	26335537	AT1G69920
chr1	26335536	26335895	chr1	26335538	26335558	AT1G69920
chr1	26335536	26335895	chr1	26335127	26335537	AT1G69920
chr1	26335536	26335895	chr1	26335127	26335558	AT1G69920
chr2	477692	477877	chr2	476496	476594	AT2G02010
chr2	477692	477877	chr2	476410	476594	AT2G02010
chr2	477692	477877	chr2	474165	476594	AT2G02010
chr2	477692	477877	chr2	474165	476594	AT2G02010
chr1	29947075	29947331	chr1	29946237	29948774	AT1G79590
chr1	29947075	29947331	chr1	29946296	29948565	AT1G79590
chr1	29947075	29947331	chr1	29947064	29948304	AT1G79590
chr1	29947075	29947331	chr1	29947060	29947281	AT1G79590
chr1	29947075	29947331	chr1	29947064	29947281	AT1G79590
chr1	29947075	29947331	chr1	29946237	29948774	AT1G79590
chr1	29947075	29947331	chr1	29947064	29948304	AT1G79590
chr1	29947075	29947331	chr1	29947060	29947281	AT1G79590
chr1	29947075	29947331	chr1	29947064	29947281	AT1G79590
chr1	24342586	24342995	chr1	24342483	24343731	AT1G65483
chr1	24342586	24342995	chr1	24342483	24343731	AT1G65483
chr1	24342586	24342995	chr1	24342483	24343296	AT1G65483
chr1	24342586	24342995	chr1	24342483	24343143	AT1G65483
chr1	24342586	24342995	chr1	24342732	24343731	AT1G65483
chr1	24342586	24342995	chr1	24342732	24342832	AT1G65483
chr1	24342586	24342995	chr1	24342732	24342832	AT1G65483
chr3	1459102	1459355	chr3	1458287	1462737	AT3G05165
chr3	1459102	1459355	chr3	1459343	1459402	AT3G05165
chr3	1459102	1459355	chr3	1459343	1459402	AT3G05165
chr3	1459102	1459355	chr3	1459155	1459208	AT3G05165
chr3	1459102	1459355	chr3	1459155	1459208	AT3G05165
chr3	1459102	1459355	chr3	1458287	1462737	AT3G05165
chr3	1459102	1459355	chr3	1459343	1459402	AT3G05165
chr3	1459102	1459355	chr3	1459343	1459402	AT3G05165
chr3	1459102	1459355	chr3	1459155	1459208	AT3G05165
chr3	1459102	1459355	chr3	1459155	1459208	AT3G05165
chr3	1459102	1459355	chr3	1458287	1462737	AT3G05165
chr3	1459102	1459355	chr3	1459343	1459402	AT3G05165
chr3	1459102	1459355	chr3	1459343	1459402	AT3G05165
chr3	1459102	1459355	chr3	1459155	1459208	AT3G05165
chr3	1459102	1459355	chr3	1459155	1459208	AT3G05165
chr3	1459102	1459355	chr3	1459343	1459402	AT3G05165
chr3	1459102	1459355	chr3	1459343	1459402	AT3G05165
chr3	1459102	1459355	chr3	1459155	1459208	AT3G05165
chr3	1459102	1459355	chr3	1459155	1459208	AT3G05165
chr3	1459102	1459355	chr3	1459343	1459402	AT3G05165
chr3	1459102	1459355	chr3	1459343	1459402	AT3G05165
chr3	1459102	1459355	chr3	1459155	1459208	AT3G05165
chr3	1459102	1459355	chr3	1459155	1459208	AT3G05165
chr3	1459102	1459355	chr3	1457381	1462942	AT3G05165
chr3	1459102	1459355	chr3	1458136	1462917	AT3G05165
chr3	1459102	1459355	chr3	1458136	1462917	AT3G05165
chr3	1459102	1459355	chr3	1458136	1462922	AT3G05165
chr3	1459102	1459355	chr3	1457598	1462917	AT3G05165
chr3	1459102	1459355	chr3	1457598	1462737	AT3G05165
chr3	1459102	1459355	chr3	1457381	1462942	AT3G05165
chr3	1459102	1459355	chr3	1457598	1462737	AT3G05165
chr4	12774294	12774506	chr4	12770331	12772479	AT4G24780
chr4	12774294	12774506	chr4	12770331	12772479	AT4G24780
chr4	12774294	12774506	chr4	12772424	12772479	AT4G24780
chr4	12774294	12774506	chr4	12772424	12772479	AT4G24780
chr5	8003582	8003837	chr5	7998230	8002840	AT5G23720
chr5	8003582	8003837	chr5	7998230	8002840	AT5G23720
chr5	8003582	8003837	chr5	8002237	8002840	AT5G23720
chr5	8003582	8003837	chr5	8002595	8002840	AT5G23720
chr3	4672153	4672799	chr3	4672919	4676162	AT3G14100
chr3	4672153	4672799	chr3	4672919	4676162	AT3G14100
chr3	4672153	4672799	chr3	4672919	4673146	AT3G14100
chr3	4672153	4672799	chr3	4672919	4673026	AT3G14100
chr5	17642136	17642468	chr5	17639818	17643648	AT5G43880
chr5	17642136	17642468	chr5	17639818	17643648	AT5G43880
chr5	17642136	17642468	chr5	17639975	17642848	AT5G43880
chr5	17642136	17642468	chr5	17640991	17642499	AT5G43880
chr5	17642136	17642468	chr5	17640991	17642499	AT5G43880
chr5	2371001	2371334	chr5	2370136	2371326	AT5G07490
chr5	2371001	2371334	chr5	2370136	2371326	AT5G07490
chr5	2371001	2371334	chr5	2370248	2371003	AT5G07490
chr5	2371001	2371334	chr5	2370789	2371326	AT5G07490
chr5	2371001	2371334	chr5	2370789	2371003	AT5G07490
chr5	2371001	2371334	chr5	2371004	2371326	AT5G07490
chr4	15392791	15393076	chr4	15390650	15394430	AT4G31820
chr4	15392791	15393076	chr4	15390650	15394430	AT4G31820
chr4	15392791	15393076	chr4	15390788	15393627	AT4G31820
chr1	21231728	21232189	chr1	21229999	21230469	AT1G56640
chr1	21231728	21232189	chr1	21229999	21230469	AT1G56640
chr1	21231728	21232189	chr1	21229999	21230469	AT1G56640
chr2	13070286	13070498	chr2	13069313	13070904	AT2G30670
chr2	13070286	13070498	chr2	13069313	13070904	AT2G30670
chr2	13070286	13070498	chr2	13069313	13070904	AT2G30670
chr2	13070286	13070498	chr2	13070208	13070424	AT2G30670
chr2	13070286	13070498	chr2	13070208	13070424	AT2G30670
chr3	10436147	10436649	chr3	10435057	10438391	AT3G28040
chr3	10436147	10436649	chr3	10435057	10438391	AT3G28040
chr3	10436147	10436649	chr3	10435139	10438268	AT3G28040
chr3	10436147	10436649	chr3	10435057	10436685	AT3G28040
chr3	10436147	10436649	chr3	10435139	10436685	AT3G28040
chr3	20324763	20325093	chr3	20324090	20329917	AT3G54860
chr3	20324763	20325093	chr3	20324090	20329917	AT3G54860
chr3	20324763	20325093	chr3	20324286	20329841	AT3G54860
chr3	20324763	20325093	chr3	20324826	20324883	AT3G54860
chr3	20324763	20325093	chr3	20324826	20324883	AT3G54860
chr3	20324763	20325093	chr3	20324090	20329917	AT3G54860
chr3	20324763	20325093	chr3	20324286	20329841	AT3G54860
chr3	20324763	20325093	chr3	20324826	20324883	AT3G54860
chr3	20324763	20325093	chr3	20324826	20324883	AT3G54860
chr1	9507155	9507986	chr1	9505201	9508481	AT1G27370
chr1	9507155	9507986	chr1	9505201	9508280	AT1G27370
chr1	9507155	9507986	chr1	9506998	9508280	AT1G27370
chr1	9507155	9507986	chr1	9506333	9508280	AT1G27370
chr1	9507155	9507986	chr1	9505202	9508481	AT1G27370
chr1	9507155	9507986	chr1	9505202	9507328	AT1G27370
chr1	9507155	9507986	chr1	9507212	9507328	AT1G27370
chr1	9507155	9507986	chr1	9507212	9507328	AT1G27370
chr1	9507155	9507986	chr1	9505202	9508322	AT1G27370
chr1	26320227	26320506	chr1	26316027	26320220	AT1G69870
chr1	26320227	26320506	chr1	26316027	26320220	AT1G69870
chr1	26320227	26320506	chr1	26319206	26320220	AT1G69870
chr1	26320227	26320506	chr1	26320098	26320220	AT1G69870
chr1	30243793	30244095	chr1	30243930	30244783	AT1G80450
chr1	30243793	30244095	chr1	30243930	30244783	AT1G80450
chr1	30243793	30244095	chr1	30243930	30244154	AT1G80450
chr1	30243793	30244095	chr1	30243930	30244783	AT1G80450
chr1	22652981	22653605	chr1	22650338	22654395	AT1G61390
chr1	22652981	22653605	chr1	22650338	22653639	AT1G61390
chr1	22652981	22653605	chr1	22650338	22653639	AT1G61390
chr1	22652981	22653605	chr1	22652313	22653639	AT1G61390
chr1	22652981	22653605	chr1	22652313	22653639	AT1G61390
chr1	22652981	22653605	chr1	22650338	22654395	AT1G61390
chr1	22652981	22653605	chr1	22650338	22653135	AT1G61390
chr1	22652981	22653605	chr1	22653136	22653512	AT1G61390
chr1	22652981	22653605	chr1	22652313	22653135	AT1G61390
chr1	22652981	22653605	chr1	22652313	22653512	AT1G61390
chr2	10859482	10859770	chr2	10860828	10862357	AT2G25520
chr2	10859482	10859770	chr2	10860828	10862357	AT2G25520
chr2	10859482	10859770	chr2	10860828	10862357	AT2G25520
chr2	10859482	10859770	chr2	10860828	10860949	AT2G25520
chr3	23351877	23352159	chr3	23353615	23355160	AT3G63210
chr3	23351877	23352159	chr3	23353615	23355160	AT3G63210
chr3	23351877	23352159	chr3	23353615	23354018	AT3G63210
chr3	23351877	23352159	chr3	23353615	23354088	AT3G63210
chr5	26383037	26383415	chr5	26380123	26385221	AT5G65950
chr5	26383037	26383415	chr5	26380123	26385221	AT5G65950
chr5	26383037	26383415	chr5	26380290	26384960	AT5G65950
chr5	26383037	26383415	chr5	26382447	26383288	AT5G65950
chr5	26383037	26383415	chr5	26382447	26383288	AT5G65950
chr1	9043626	9044051	chr1	9039628	9043288	AT1G26150
chr1	9043626	9044051	chr1	9039628	9043288	AT1G26150
chr1	9043626	9044051	chr1	9042874	9043288	AT1G26150
chr1	9043626	9044051	chr1	9041736	9043288	AT1G26150
chr2	19474080	19474289	chr2	19472681	19474314	AT2G47450
chr2	19474080	19474289	chr2	19472681	19474314	AT2G47450
chr2	19474080	19474289	chr2	19472681	19474314	AT2G47450
chr2	19474080	19474289	chr2	19473903	19474314	AT2G47450
chr3	19739282	19739539	chr3	19733766	19739181	AT3G53240
chr3	19739282	19739539	chr3	19733766	19739181	AT3G53240
chr3	19739282	19739539	chr3	19736889	19739181	AT3G53240
chr3	19739282	19739539	chr3	19739048	19739181	AT3G53240
chr4	16901161	16901310	chr4	16901621	16903920	AT4G35620
chr4	16901161	16901310	chr4	16901621	16903920	AT4G35620
chr4	16901161	16901310	chr4	16901621	16901807	AT4G35620
chr4	16901161	16901310	chr4	16901621	16901743	AT4G35620
chr5	2299525	2299839	chr5	2299887	2303268	AT5G07300
chr5	2299525	2299839	chr5	2299887	2303268	AT5G07300
chr5	2299525	2299839	chr5	2299887	2300145	AT5G07300
chr5	2299525	2299839	chr5	2299887	2299995	AT5G07300
chr3	1684634	1684833	chr3	1682088	1684572	AT3G05700
chr3	1684634	1684833	chr3	1682088	1684572	AT3G05700
chr3	1684634	1684833	chr3	1684324	1684572	AT3G05700
chr3	1684634	1684833	chr3	1684248	1684572	AT3G05700
chr4	15528643	15528878	chr4	15528805	15529148	AT4G32160
chr4	15528643	15528878	chr4	15528805	15529055	AT4G32160
chr4	15528643	15528878	chr4	15528805	15533100	AT4G32160
chr4	15528643	15528878	chr4	15528805	15533100	AT4G32160
chr2	17276176	17276528	chr2	17275591	17277330	AT2G41445
chr2	17276176	17276528	chr2	17275591	17277330	AT2G41445
chr2	17276176	17276528	chr2	17275591	17277330	AT2G41445
chr2	17276176	17276528	chr2	17276141	17276181	AT2G41445
chr2	17276176	17276528	chr2	17276141	17276181	AT2G41445
chr2	17276176	17276528	chr2	17276279	17276378	AT2G41445
chr2	17276176	17276528	chr2	17276279	17276378	AT2G41445
chr2	17276176	17276528	chr2	17276502	17276552	AT2G41445
chr2	17276176	17276528	chr2	17276502	17276552	AT2G41445
chr3	2440948	2441178	chr3	2441657	2444532	AT3G07650
chr3	2440948	2441178	chr3	2441657	2444532	AT3G07650
chr3	2440948	2441178	chr3	2441657	2441840	AT3G07650
chr3	2440948	2441178	chr3	2441657	2441840	AT3G07650
chr3	2440948	2441178	chr3	2441657	2444532	AT3G07650
chr3	2440948	2441178	chr3	2441657	2441840	AT3G07650
chr3	2440948	2441178	chr3	2441657	2441840	AT3G07650
chr3	2440948	2441178	chr3	2441657	2444532	AT3G07650
chr3	2440948	2441178	chr3	2441657	2441840	AT3G07650
chr3	2440948	2441178	chr3	2441657	2441840	AT3G07650
chr3	2440948	2441178	chr3	2441657	2444418	AT3G07650
chr3	2440948	2441178	chr3	2441657	2441840	AT3G07650
chr3	2440948	2441178	chr3	2441657	2441840	AT3G07650
chr2	10860716	10860864	chr2	10860828	10862357	AT2G25520
chr2	10860716	10860864	chr2	10860828	10862357	AT2G25520
chr2	10860716	10860864	chr2	10860828	10862357	AT2G25520
chr2	10860716	10860864	chr2	10860828	10860949	AT2G25520
chr4	16780999	16781282	chr4	16777338	16780824	AT4G35270
chr4	16780999	16781282	chr4	16777338	16780824	AT4G35270
chr4	16780999	16781282	chr4	16777657	16780824	AT4G35270
chr4	16780999	16781282	chr4	16779904	16780824	AT4G35270
chr4	16780999	16781282	chr4	16779904	16780824	AT4G35270
chr3	7503353	7503629	chr3	7499053	7501841	AT3G21320
chr3	7503353	7503629	chr3	7499053	7501841	AT3G21320
chr3	7503353	7503629	chr3	7501408	7501841	AT3G21320
chr3	7503353	7503629	chr3	7501408	7501841	AT3G21320
chr1	24680688	24680941	chr1	24683006	24683874	AT1G66235
chr1	24680688	24680941	chr1	24683006	24683874	AT1G66235
chr1	24680688	24680941	chr1	24683006	24683874	AT1G66235
chr1	24680688	24680941	chr1	24683006	24683575	AT1G66235
chr1	24680688	24680941	chr1	24683006	24683575	AT1G66235
chr1	1942745	1943072	chr1	1942843	1944934	AT1G06370
chr1	1942745	1943072	chr1	1942843	1944934	AT1G06370
chr1	1942745	1943072	chr1	1942843	1943114	AT1G06370
chr1	28341731	28342001	chr1	28337726	28340275	AT1G75500
chr1	28341731	28342001	chr1	28337726	28340275	AT1G75500
chr1	28341731	28342001	chr1	28340092	28340275	AT1G75500
chr1	28341731	28342001	chr1	28339877	28340275	AT1G75500
chr1	7508970	7509355	chr1	7508969	7511801	AT1G21450
chr1	7508970	7509355	chr1	7508969	7511801	AT1G21450
chr1	7508970	7509355	chr1	7508969	7509175	AT1G21450
chr1	7508970	7509355	chr1	7508969	7509175	AT1G21450
chr1	18308978	18309336	chr1	18308903	18308939	AT1G49460
chr1	18308978	18309336	chr1	18308903	18308939	AT1G49460
chr1	18308978	18309336	chr1	18308903	18308939	AT1G49460
chr1	9725310	9725523	chr1	9720736	9724714	AT1G27910
chr1	9725310	9725523	chr1	9720736	9724714	AT1G27910
chr1	9725310	9725523	chr1	9724431	9724714	AT1G27910
chr1	9725310	9725523	chr1	9724431	9724714	AT1G27910
chr1	2214008	2214290	chr1	2215223	2216982	AT1G07210
chr1	2214008	2214290	chr1	2215223	2216982	AT1G07210
chr1	2214008	2214290	chr1	2215223	2215422	AT1G07210
chr1	2214008	2214290	chr1	2215223	2215319	AT1G07210
chr2	13004446	13004718	chr2	13002742	13005600	AT2G30520
chr2	13004446	13004718	chr2	13002742	13005600	AT2G30520
chr2	13004446	13004718	chr2	13002920	13005573	AT2G30520
chr2	13004446	13004718	chr2	13002742	13005600	AT2G30520
chr2	13004446	13004718	chr2	13002920	13005153	AT2G30520
chr2	13004446	13004718	chr2	13002742	13005600	AT2G30520
chr2	13004446	13004718	chr2	13002920	13005153	AT2G30520
chr1	28921590	28921841	chr1	28921729	28922292	AT1G76965
chr1	28921590	28921841	chr1	28921729	28922292	AT1G76965
chr1	28921590	28921841	chr1	28921729	28922292	AT1G76965
chr1	28921590	28921841	chr1	28921729	28922292	AT1G76965
chr1	28921590	28921841	chr1	28921729	28922292	AT1G76965
chr3	16284695	16284887	chr3	16285741	16291048	AT3G44730
chr3	16284695	16284887	chr3	16285741	16291048	AT3G44730
chr3	16284695	16284887	chr3	16285741	16286013	AT3G44730
chr3	16284695	16284887	chr3	16285741	16285887	AT3G44730
chr5	4464365	4464717	chr5	4460894	4464666	AT5G13820
chr5	4464365	4464717	chr5	4460894	4464666	AT5G13820
chr5	4464365	4464717	chr5	4464167	4464666	AT5G13820
chr5	4464365	4464717	chr5	4464356	4464666	AT5G13820
chr3	21418410	21418621	chr3	21418281	21418824	AT3G57820
chr3	21418410	21418621	chr3	21418281	21418824	AT3G57820
chr3	21418410	21418621	chr3	21418281	21418824	AT3G57820
chr4	630577	631062	chr4	631136	636899	AT4G01490
chr4	630577	631062	chr4	631136	636899	AT4G01490
chr4	630577	631062	chr4	631136	636899	AT4G01490
chr4	11638797	11639011	chr4	11638701	11640164	AT4G21926
chr4	11638797	11639011	chr4	11638701	11640164	AT4G21926
chr4	11638797	11639011	chr4	11638961	11639970	AT4G21926
chr4	11638797	11639011	chr4	11638961	11639064	AT4G21926
chr4	11638797	11639011	chr4	11638701	11638960	AT4G21926
chr4	11638797	11639011	chr4	11638701	11639064	AT4G21926
chr5	8359799	8359982	chr5	8355951	8358873	AT5G24470
chr5	8359799	8359982	chr5	8355951	8358873	AT5G24470
chr5	8359799	8359982	chr5	8356204	8358873	AT5G24470
chr5	8359799	8359982	chr5	8358321	8358873	AT5G24470
chr5	8359799	8359982	chr5	8358321	8358873	AT5G24470
chr3	6023677	6023937	chr3	6023866	6024698	AT3G17609
chr3	6023677	6023937	chr3	6023929	6024693	AT3G17609
chr3	6023677	6023937	chr3	6023929	6024034	AT3G17609
chr3	6023677	6023937	chr3	6023929	6023970	AT3G17609
chr3	6023677	6023937	chr3	6023866	6024698	AT3G17609
chr3	6023677	6023937	chr3	6023866	6024034	AT3G17609
chr3	6023677	6023937	chr3	6023866	6023970	AT3G17609
chr3	6023677	6023937	chr3	6023933	6024693	AT3G17609
chr3	6023677	6023937	chr3	6023933	6024294	AT3G17609
chr3	6023677	6023937	chr3	6023933	6024130	AT3G17609
chr3	6023677	6023937	chr3	6023929	6024693	AT3G17609
chr3	6023677	6023937	chr3	6023929	6024034	AT3G17609
chr3	6023677	6023937	chr3	6023929	6023970	AT3G17609
chr1	11064	11347	chr1	11649	13714	AT1G01030
chr1	11064	11347	chr1	11649	13714	AT1G01030
chr1	11064	11347	chr1	11649	11863	AT1G01030
chr1	11064	11347	chr1	11649	13173	AT1G01030
chr1	26368566	26368967	chr1	26367177	26371457	AT1G70010
chr1	26368566	26368967	chr1	26367177	26371457	AT1G70010
chr1	26368566	26368967	chr1	26367177	26371457	AT1G70010
chr1	27057514	27057752	chr1	27058439	27060785	AT1G71890
chr1	27057514	27057752	chr1	27058439	27060785	AT1G71890
chr1	27057514	27057752	chr1	27058439	27059748	AT1G71890
chr1	27057514	27057752	chr1	27058439	27058491	AT1G71890
chr5	22250031	22250506	chr5	22250299	22250438	AT5G54780
chr5	22250031	22250506	chr5	22250299	22250438	AT5G54780
chr5	22250031	22250506	chr5	22250123	22250215	AT5G54780
chr5	22250031	22250506	chr5	22250123	22250215	AT5G54780
chr5	22250031	22250506	chr5	22249917	22250039	AT5G54780
chr5	22250031	22250506	chr5	22249917	22250039	AT5G54780
chr5	22250031	22250506	chr5	22248447	22251863	AT5G54780
chr5	22250031	22250506	chr5	22248447	22251863	AT5G54780
chr5	22250031	22250506	chr5	22248696	22251692	AT5G54780
chr1	19823742	19824075	chr1	19821337	19822252	AT1G53170
chr1	19823742	19824075	chr1	19821337	19822252	AT1G53170
chr1	19823742	19824075	chr1	19822097	19822252	AT1G53170
chr1	19823742	19824075	chr1	19821337	19822252	AT1G53170
chr3	18489407	18490314	chr3	18489034	18490996	AT3G49850
chr3	18489407	18490314	chr3	18489034	18490996	AT3G49850
chr3	18489407	18490314	chr3	18489451	18490731	AT3G49850
chr3	18489407	18490314	chr3	18489363	18489600	AT3G49850
chr3	18489407	18490314	chr3	18489363	18489450	AT3G49850
chr3	18489407	18490314	chr3	18489451	18489600	AT3G49850
chr3	18489407	18490314	chr3	18489678	18489892	AT3G49850
chr3	18489407	18490314	chr3	18489678	18489892	AT3G49850
chr3	18489407	18490314	chr3	18489997	18490081	AT3G49850
chr3	18489407	18490314	chr3	18489997	18490081	AT3G49850
chr3	18489407	18490314	chr3	18490194	18490277	AT3G49850
chr3	18489407	18490314	chr3	18490194	18490277	AT3G49850
chr5	21092995	21093462	chr5	21093681	21094454	AT5G51900
chr5	21092995	21093462	chr5	21093681	21094454	AT5G51900
chr5	21092995	21093462	chr5	21093681	21094454	AT5G51900
chr5	21092995	21093462	chr5	21093681	21093947	AT5G51900
chr5	21092995	21093462	chr5	21093681	21093947	AT5G51900
chr2	16366749	16367237	chr2	16366287	16367533	AT2G39210
chr2	16366749	16367237	chr2	16366157	16367533	AT2G39210
chr2	16366749	16367237	chr2	16366157	16368275	AT2G39210
chr2	16366749	16367237	chr2	16366157	16368275	AT2G39210
chr2	16366749	16367237	chr2	16366287	16368231	AT2G39210
chr3	403458	403720	chr3	404733	405656	AT3G02180
chr3	403458	403720	chr3	404733	405656	AT3G02180
chr3	403458	403720	chr3	404733	404828	AT3G02180
chr3	403458	403720	chr3	404733	404828	AT3G02180
chr3	403458	403720	chr3	404733	405653	AT3G02180
chr3	403458	403720	chr3	404733	404828	AT3G02180
chr3	403458	403720	chr3	404733	404828	AT3G02180
chr4	16345092	16345334	chr4	16345281	16347133	AT4G34135
chr4	16345092	16345334	chr4	16345281	16347133	AT4G34135
chr4	16345092	16345334	chr4	16345281	16345475	AT4G34135
chr4	16345092	16345334	chr4	16345281	16345939	AT4G34135
chr5	1044478	1044875	chr5	1047150	1047689	AT5G03890
chr5	1044478	1044875	chr5	1047150	1047689	AT5G03890
chr5	1044478	1044875	chr5	1047150	1047689	AT5G03890
chr5	1044478	1044875	chr5	1047150	1047689	AT5G03890
chr5	1044478	1044875	chr5	1047150	1047689	AT5G03890
chr3	22612973	22613264	chr3	22613230	22614002	AT3G61111
chr3	22612973	22613264	chr3	22613230	22614002	AT3G61111
chr3	22612973	22613264	chr3	22613230	22613919	AT3G61111
chr3	22612973	22613264	chr3	22613230	22613356	AT3G61111
chr3	22612973	22613264	chr3	22613230	22613356	AT3G61111
chr2	15831871	15832099	chr2	15831854	15833920	AT2G37760
chr2	15831871	15832099	chr2	15831862	15833920	AT2G37760
chr2	15831871	15832099	chr2	15831995	15833742	AT2G37760
chr2	15831871	15832099	chr2	15831862	15832102	AT2G37760
chr2	15831871	15832099	chr2	15831862	15831994	AT2G37760
chr2	15831871	15832099	chr2	15831995	15832102	AT2G37760
chr2	15831871	15832099	chr2	15831854	15833920	AT2G37760
chr2	15831871	15832099	chr2	15831995	15833742	AT2G37760
chr2	15831871	15832099	chr2	15831854	15831894	AT2G37760
chr2	15831871	15832099	chr2	15831854	15831894	AT2G37760
chr2	15831871	15832099	chr2	15831971	15832102	AT2G37760
chr2	15831871	15832099	chr2	15831971	15831994	AT2G37760
chr2	15831871	15832099	chr2	15831995	15832102	AT2G37760
chr2	15831871	15832099	chr2	15831854	15833866	AT2G37760
chr2	15831871	15832099	chr2	15831995	15833678	AT2G37760
chr2	15831871	15832099	chr2	15831854	15831894	AT2G37760
chr2	15831871	15832099	chr2	15831854	15831894	AT2G37760
chr2	15831871	15832099	chr2	15831971	15832102	AT2G37760
chr2	15831871	15832099	chr2	15831971	15831994	AT2G37760
chr2	15831871	15832099	chr2	15831995	15832102	AT2G37760
chr2	15831871	15832099	chr2	15831854	15833919	AT2G37760
chr2	15831871	15832099	chr2	15831995	15833678	AT2G37760
chr2	15831871	15832099	chr2	15831854	15832102	AT2G37760
chr2	15831871	15832099	chr2	15831854	15831994	AT2G37760
chr2	15831871	15832099	chr2	15831995	15832102	AT2G37760
chr2	15831871	15832099	chr2	15831862	15833920	AT2G37760
chr2	15831871	15832099	chr2	15831995	15833678	AT2G37760
chr2	15831871	15832099	chr2	15831862	15832102	AT2G37760
chr2	15831871	15832099	chr2	15831862	15831994	AT2G37760
chr2	15831871	15832099	chr2	15831995	15832102	AT2G37760
chr2	17201242	17201685	chr2	17200659	17202618	AT2G41250
chr2	17201242	17201685	chr2	17200659	17202618	AT2G41250
chr2	17201242	17201685	chr2	17200862	17202551	AT2G41250
chr2	17201242	17201685	chr2	17201506	17201614	AT2G41250
chr2	17201242	17201685	chr2	17201506	17201614	AT2G41250
chr2	17201242	17201685	chr2	17201260	17201421	AT2G41250
chr2	17201242	17201685	chr2	17201260	17201421	AT2G41250
chr2	1405890	1406085	chr2	1401268	1407745	AT2G04160
chr2	1405890	1406085	chr2	1401268	1407745	AT2G04160
chr2	1405890	1406085	chr2	1401450	1407694	AT2G04160
chr3	23303331	23303662	chr3	23302365	23309658	AT3G63070
chr3	23303331	23303662	chr3	23302365	23309658	AT3G63070
chr3	23303331	23303662	chr3	23302667	23309575	AT3G63070
chr3	23303331	23303662	chr3	23303256	23303332	AT3G63070
chr3	23303331	23303662	chr3	23303256	23303332	AT3G63070
